book_id,book_listing,book_author,book_title,book_publisher,book_place,book_year,book_edition,book_size,book_condition,book_notes,book_directory
1452,American Modernist Prints: 1900-1945,None,American Modernist Prints: 1900-1945,"Susan Sheehan, Inc.","New York, NY",1987,,,,,
1453,Unpublished Coorespondence of Henri De Toulouse-Lautrec,"Goldschmidt, Lucien and Herbert Schimmel (editors)",Unpublished Coorespondence of Henri De Toulouse-Lautrec,Phaidon,"London, England",1969,,,,,
1454,Edgar Ende Aquarelle/Gouachen Zeichnungen Lithographien Largerkatalog 101,None,Edgar Ende Aquarelle/Gouachen Zeichnungen Lithographien Largerkatalog 101,Galerie Wolfgang Ketterer,"Munich, Germany",1974,,,,,
1455,Intaglio Printmaking Techniques,"Leaf, Ruth",Intaglio Printmaking Techniques,Watson-Guptill Publications,"New York, NY",1976,,,,,
1456,"Three Swiss Painters - Cuno Amiet, Giovanni Giacometti, Augusto Giacometti",None,"Three Swiss Painters - Cuno Amiet, Giovanni Giacometti, Augusto Giacometti",Penn State Museum of Art,"State College, PA",1973,,,,"Sept. 23 to Nov. 4, 1973",
1457,The Prints of Don Freeman: A Catalogue Raisonne,"McCulloch, Edith",The Prints of Don Freeman: A Catalogue Raisonne,University Press of Virginia,"Charlottesville, VA",1988,,,,,
1458,manus presse. Katalog I 1971. EA.,None,manus presse. Katalog I 1971. EA.,,Stuttgart-M?hringen,1971,,,,,
1459,Folon's Folons,"Bradbury, Ray, Rewald, Sabine, Lieberman, William S.  and Folon, Jean-Michel",Folon's Folons,Metropolitan Museum of Art,"New York, NY",1990,,,,,
1460,Jonny Forsstrom,None,Jonny Forsstrom,"Northern Light, Ltd.","Staten Island, NY",1984,,,,,
1461,John Gould's Birds,"Physick, J.F.",John Gould's Birds,Chartwell Books,"Secaucus, NJ",1963,,,,,
1462,LA PLUME. Numero exceptionnel consacre ? Eugene Grasset,None,La Plume Numero exceptionnel consacre ? Eugene Grasset,,Paris,"March 15, 1900",,,,"No 262. Deuxieme fascicule. 27 reproductions en noir d'oeuvres d'Eugene Grasset, et deux reproductions en couleurs.",
1463,Bizarreries And Fantasies Of Grandville: 266 Illustrations From Un Autre Monde and Les Animaux,"Stanley AppelbaumIgnace-Isidore Grandville, Jean-Ignace-Isidore Gerard",Bizarreries And Fantasies Of Grandville: 266 Illustrations From Un Autre Monde and Les Animaux,Dover,"New York, NY",1974,,,,,
1464,Scenes from the Life of Christ,"Ensor, James",Scenes from the Life of Christ,Taurus 9,,,,,,,
1466,La Semaine de Suzette,None,La Semaine de Suzette,Gautier-Languereau,"Paris, FR","October 30, 1929",,,,,
1465,New England Works on Paper.,"Moffett, Kenworth & Clifford S. Ackley",New England Works on Paper.,Museum of Fine Arts,"Boston, MA",1976,,,,,
1467,"Erich Heckel,  Aquarelle von 1917 bis 1962",None,"Erich Heckel,  Aquarelle von 1917 bis 1962",Henze & Ketterer,Bern/Basel,2007,,,,,
1468,"Graphics '71 West Coast, U.S.A.",None,"Graphics '71 West Coast, U.S.A.",University of Kentucky Art Gallery,"Lexington, Kentucky",1971,,,,,
1469,Elie Abrahami,"Elmayan, Aline; Capell, Antoine (editors)",Elie Abrahami,"Lublin Graphics,","Greenwich, Connecticutt",1974,,,,,
1470,The Art of Japanese Prints,"Illing, Richard",The Art of Japanese Prints,Gallery Books,"New York, NY",1980,,,,,
1471,Currier & Ives: An Illustrated Value Guide,"McClain, Craig",Currier & Ives: An Illustrated Value Guide,Wallace-Homestead Book Co,"New York, NY",1987,,,,,
1472,Japanese Graphic Art: A Study of Japanese Woodblock Prints,"Hajek, Lubor",Japanese Graphic Art: A Study of Japanese Woodblock Prints,Octopus,"London, England",1976,,,,,
1473,The Complete Graphic Work of Edward Hopper,"Hopper, Edward & Carl Zigrosser",The Complete Graphic Work of Edward Hopper,Worcester Art Museum,"Worcester, MA",1963,,,,,
1474,Lester George Hornby American Artist,None,Lester George Hornby American Artist,"Egon & Joan Teichert,","Hauppauge, NY",1990,,,,,
1475,Dictionary of Victorian Painters (Dictionary of British Art),"Wood, Christopher",Dictionary of Victorian Painters (Dictionary of British Art),,"London, England",1975,,,,,
1476,The Graphic Art of Winslow Homer,"Goodrich, Lloyd",The Graphic Art of Winslow Homer,Museum of Graphic Art,"New York, NY",1968,,,,,
1477,Hsiao Chin: la poesia del Tao,"Maurizi, Elverio",Hsiao Chin: la poesia del Tao,Comune di Macerata - Coopedit,Italy,1979,,,,,
1478,Felix Hollenberg:  Gemalde  Graphik,None,Felix Hollenberg: Gemalde  Graphik,Ausstellung der Kunstgalerie,,"March-April, 197",,,,,
1479,Masuo Ikeda Etchings and Lithographs from 1968 to 1970.,None,Masuo Ikeda Etchings and Lithographs from 1968 to 1970.,Associated American Artists.,"New York, NY",1970,,,,,
1480,"Helen Hyde, Color Woodblock Prints",None,"Helen Hyde, Color Woodblock Prints",Claire de Heeckeren D'Aathes,,,,,,,
1481,Hundertwasser. Recent Paintings.,None,Hundertwasser. Recent Paintings.,Hanover Gallery,"London, England",1967,,,,,
1482,Charles Jacque (1813 - 1894) (Print-Collectors' Booklet),"Wickenden, Robert J.; Carrington, Fitzroy (series editor)",Charles Jacque (1813 - 1894) (Print-Collectors' Booklet),Houghton Mifflin,"Boston, MA",1914,,,,,
1483,The Prints of Paul Jacoulet 1902-1960 (catalogues),None,The Prints of Paul Jacoulet 1902-1960 (catalogues),Robert C. Eldred Co. Inc.,"East Dennis, MA",Varies,,,,"August, 1981:  $30.00May, 1990:  $20.00August, 1990:  $20.00August, 1993:  $20.00August, 1997:  $20.00August, 1998:  $25.00August, 2000:  $20.00August, 2001:  $20.00 (2 copies)August, 2002:  $20.00August, 2003:  $20.00August, 2006:  $20.00",
1484,Artists for Victory: An Exhibition Catalog,"Landau, Ellen G.",Artists for Victory: An Exhibition Catalog,Library of Congress,"Washington, D. C.",1983,,,,,
1485,Art of the Twenties,"Lieberman, William S.",Art of the Twenties,Museum of Modern Art,"New York, NY",1979,,,,,
1486,A Decade of Printmaking,"Spencer, Charles (ed.)",A Decade of Printmaking,Academy Edition,"London, England",$39.00,,,,,
1487,Ulysses,"Joyce, James",Ulysses,Random House,"New York, NY",1934,,,,,
1488,The Making of a Japanese Print,"Chiba, Reiko (introduction)",The Making of a Japanese Print,Charles E. Tuttle,"Rutland, VT",1964,N 173,,,,
1489,"Modern Prints & Drawings, a guide to a better understanding of modern draughtsmanschip.","Sachs, Paul J.","Modern Prints & Drawings, a guide to a better understanding of modern draughtsmanschip.",Alfred Knopf,"New York, NY",1954,,,,,
1490,Best Fifty Currier & Ives Lithographs. Large Folio Size,"Stow, Charles Messer",Best Fifty Currier & Ives Lithographs. Large Folio Size,Old Print Shop,"New York, NY",1934,,,,,
1491,Voices of German Expressionism,"Miesel, Victor H.",Voices of German Expressionism,"Prentice-Hall, Inc.","Englewood Cliffs, N. J.",1970,,,,,
1492,Printmaking. Methods Old and New,"Peterdi, Gabor",Printmaking. Methods Old and New,Macmillan Co.,"New York, NY",1959,,,,,
1493,"Aspects of American Printmaking, 1800-1950","O'Gorman, James F.","Aspects of American Printmaking, 1800-1950",Syracuse Univ Pr,"Syracuse, NY",1988,,,,,
1494,Etching and Engraving: a Studio Handbook,"Chamberlain, Walter",Etching and Engraving: a Studio Handbook,Viking Press,"New York, NY",1973,,,,,
1495,Old Rosa: A Novel in Two Stories,"Arenas, Reinaldo",Old Rosa: A Novel in Two Stories,Grove Press,"New York, NY",1989,,,,,
1496,"Hallucinations: or, The Ill-Fated Peregrinations of Fray Servando","Arenas, Reinaldo","Hallucinations: or, The Ill-Fated Peregrinations of Fray Servando",Grove Press,"New York, NY",1987,,,,,
1500,The Collector's Encylopedia of Weller Pottery,"Huxford, Bob and Sharon",The Collector's Encylopedia of Weller Pottery,Collector Books,"Paducah, KY",1979,,,,,
1497,Buy & Build : The Advertising Posters of the Empire Marketing Board.,"Constantine, Stephen",Buy & Build : The Advertising Posters of the Empire Marketing Board.,The Public Record Office of Her Majesty`s Stationer Office,"London, England",1986,,,,,
1498,A La Rencontre De Pierre Reverdy et Ses Amis,None,A La Rencontre De Pierre Reverdy et Ses Amis,Fondation Maeght,"Paris, FR",1970,,,,,
1499,Documentary History of Art Vol. II: Michelangelo & the Mannerists--the Baroque & the Eighteenth Century,"Holt, Elizabeth Gilm",Documentary History of Art Vol. II: Michelangelo & the Mannerists--the Baroque & the Eighteenth Century,Princeton University Press,"Princeton, NJ",1958,,,,,
1501,Art Pottery of America,"Henzke, Lucile",Art Pottery of America,Schiffer Publishing Co.,"Exton, PA",1982,,,,,
1502,Prints and Their Creators. A world history. An anthology of printed pictures and introduction to the study of graphic art in the,"Zigrosser, Carl",Prints and Their Creators. A world history. An anthology of printed pictures and introduction to the study of graphic art in the,Crown Publishers,"New York, NY",1974,,,,,
1503,Olanas Guide to American Artists,"Zigrosser, Carl","Olanas Guide to American Artists, Vol 1",Olana Gallery,"Riverdale,  NY",1978,,,,,
1504,L'Illustration: Noel 1934,None,L'Illustration: Noel 1934,,"Paris, FR","December 1, 1934",,,,,
1505,"The complete printmaker. Techniques, Traditions, Innovations.","Ross, John and Clare Romano.","The complete printmaker. Techniques, Traditions, Innovations.",Free Press,"New York, NY",1990,,,,,
1506,Andrew Wyeth,"Meryman, Richard",Andrew Wyeth,Houghton Mifflin,"Boston, MA",1968,,,,,
1507,Masters of the Japanese Print: Moronobu to Utamaro,"Gentles, Margaret",Masters of the Japanese Print: Moronobu to Utamaro,"Asia Society, Inc","New York, NY",1964,,,,,
1508,"Cliche-verre, hand-drawn, light-printed: A survey of the medium from 1839 to the present","Glassman, Elizabeth","Cliche-verre, hand-drawn, light-printed: A survey of the medium from 1839 to the present",Detroit Institute of Arts,"Detroit, MI",1980,,,,,
1510,How to Draw and Print Lithographs,"Dehn, Adolph and Barrett, Lawrence",How to Draw and Print Lithographs,"American Artists Group, Inc,","New York, NY",1950,,,,,
1511,XXe Siecle Panorama 70,"Di San Lazzaro, G. ed.",XXe Siecle Panorama 70,,"Paris, FR",June 1970,#34,,,"Orignal Lithographs by Sowlages, Chagall",
1512,The Bewick Collector. Volume I: A Descriptive Catalogue of the Works of Thomas and John Bewick,"Hugo, Thomas",The Bewick Collector. Volume I: A Descriptive Catalogue of the Works of Thomas and John Bewick,Singing Tree,"Detroit, MI",1968,,,,,
1513,"The Bewich Collector, Volume II: A Supplement to a descriptive Catalogue of the Works of Thomas and John Bewick;","Hugo, Thomas","The Bewick Collector, Volume II: A Supplement to a descriptive Catalogue of the Works of Thomas and John Bewick;",Singing Tree,"Detroit, MI",1968,,,,,
1514,The Lithographs of Stow Wengenroth,"Stuckey, Ronald & Joan",The Lithographs of Stow Wengenroth,Boston Public Library/Barre Publishers,"Boston, MA",1974,,,,2 copies,
1515,Levon West,"Macneil, Neil, Essay",Levon West,Parrish Art Museum,"Southampton, NY",1968,,,,,
1516,Lautrec by Lautrec,"Huisman, P. & Dortu, M. G. and translated and edited by BELLOW, CORINNE",Lautrec by Lautrec,Galahad Books,"New Haven, CT",1964,,,,,
1517,"Clare Leighton: An Exhibition: American Sheaves, English Seed Corn","Fletcher, Willian Dolan, ed.","Clare Leighton: An Exhibition: American Sheaves, English Seed Corn",Boston Public Library,"Boston, MA",1977,,,,,
1518,The Etched Works of Whister,"Kennedy, Edward G.",The Etched Works of Whister,Alan Wofsy Fine Arts,"San Francisco, CA",1978,,,,,
1519,Zorn Engravings Etsningar A Complete Catalogue En Komplett Katalog,"Brummer, Dr. Hans Henrik, ed.",Zorn Engravings Etsningar A Complete Catalogue En Komplett Katalog,Hjert and Hjert,"Uppsala , Sweden",1980,,,,,
1520,"Zorn in America, A Swedish Impressionist of the Gilded Age","Hagans, William & Willow","Zorn in America, A Swedish Impressionist of the Gilded Age",Swedish American Society,"Chicago, IL",2009,,,,Signed by authors,
1521,"Artists in Michigan, 1900-1976: A Biographical Dictionary","Barrie, Dennis (intro)","Artists in Michigan, 1900-1976: A Biographical Dictionary",Wayne State Univ Press,"Detroit, MI",1989,,,,,
1522,Matisse Lithographs,"Lambert, Susan",Matisse Lithographs,Universe Books,"New York, NY",1982,,,,,
1523,Invitation to Book Collecting: Its Pleasures and Practices,"Storm, Colton and Peckham, Howard",Invitation to Book Collecting: Its Pleasures and Practices,RR Bowker Co,"New York, NY",1947,1st,,,,
1524,Kunst- Und Kulturspenden,Das Museum Zu Allerhelligen In Schaffhausenclearing out the gallery and there is now,Kunst- Und Kulturspenden,Schaffhausen,,1946,,,,,
1525,Chant and Be Happy: The Power of Mantra Meditation,"Prabhupada, A. C. Bhaktivedanta Swami",Chant and Be Happy: The Power of Mantra Meditation,The Bhaktivedanta Book Trust,"Los Angeles, CA",1997,,,,,
1526,Die Bauhaus-Mappen.,"Peters, Heinz",Die Bauhaus-Mappen.,Christoph Czwiklitzer,"Koln, Germany",1957,,,,,
1528,The Du Mariers,"Du Maurier, Daphne.",The Du Mariers,Literary Guild,"New York, NY",1937,,,,,
1527,Harper's Magazine,None,Harper's Magazine,Harper & Brother,"New York, NY","May, 1915",,,,,
1529,Red Wine of Youth a Life of Rupert Brooke,"Stringer, Arthur",Red Wine of Youth a Life of Rupert Brooke,Bobbs-Merrill,"Indianapolis, IN",1948,,,,,
1530,Max Beckmann 1948,None,Max Beckmann 1948,City Art Museum of St. Louis,"St. Louis, MO",1948,,,,2 copies,
1531,Monotypes of the 19th and 20th Centuries.,None,Monotypes of the 19th and 20th Centuries.,Frederick Baker Inc,"Chicago, IL",2007,,,,,
1532,Die Neue Malerei,"Deri, Max",Die Neue Malerei,E.A. Seemann,Leipzig,1921,,,,,
1536,Graphic Art of the 18th Century.,"Adhemar, Jean",Graphic Art of the 18th Century.,McGraw-Hill,"New York, NY",1964,,,,,
1537,Modern Prints,"Gilmour, Pat",Modern Prints,Studio Vista/Dutton,"New York, NY",1970,,,,,
1538,Auktion 193. Moderne Kunst.,"Gilmour, Pat",Auktion 193. Moderne Kunst.,Hauswedell et Nolte,"Hamburg, Germany",1992,,,,,
1539,Art in Victoria 1960/1986,"Tuele, Nicholas & Davison, Liane",Art in Victoria 1960/1986,Art Gallery of Greater Victoria,"Victoria, B.C., Canada",1986,,,,,
1540,The School of Paris in the Musee D'Art Moderne,"Dorival, Bernard",The School of Paris in the Musee D'Art Moderne,"Harry N. Abrams, Inc.","New York, NY",1962,,,,,
1541,Handbook of the Museum.,None,Handbook of the Museum.,The Museum of Art,"Cleveland, OH",1928,,,,,
1542,Poster Biennale,None,Poster Biennale,,"Warsaw, Poland",1974,,,,,
1543,"La Belle Epoque: Masterworks by Combaz, Leo Jo, and Livemont","Oostens-Wittamer, Yolande and Durt, Hubert","La Belle Epoque: Masterworks by Combaz, Leo Jo, and Livemont",International Exhibitions Foundation,"New York, NY",1980,,,,,
1544,"At Home in Manhattan: Modern Decorative Arts, 1925 to the Depression",None,"At Home in Manhattan: Modern Decorative Arts, 1925 to the Depression",Yale University Art Gallery,"New Haven, CT",1983,,,,,
1545,America In Print 1796-1941,None,America In Print 1796-1941 - An Exhibition Inaugurating the Gallery's Department of American Prints Organized for the Benefit of,Hirschl & Adler Galleries,"New York, NY",1981,,,,,
1546,Circa 1800 the Beginnings of Modern Printmaking 1775-1835,None,Circa 1800 the Beginnings of Modern Printmaking 1775-1835,Rutgers University Art Gallery,"Rutgers, NJ",1981,,,,2 copies,
1547,The Federal Art Project :American Prints from the 1930s,None,The Federal Art Project :American Prints from the 1930s,University of Michigan Museum of Art,"Ann Arbor, MI",1985,,,,,
1548,Painting in France,None,Painting in France 1900-1967 a Loan Exhibition Organized By the Ministry of Culture.,International Exhibitions Foundation,"Washington, DC",1968,,,,,
1549,Almost Home (Images of America series),"Cavagnaro, Maggie & David",Almost Home (Images of America series),American West Pub. Co,"Palo Alto, CA",1975,,,,,
1550,Lithography,"Weddige, Emil",Lithography,International TextBook Company,"Scranton, PA",1966,,,,,
1551,"New York, New York. Prints of the City: 1880s-1990.",None,"New York, New York. Prints of the City: 1880s-1990. From the collection of Reba and Dave Williams.",,"New York, NY",1994,,,,,
1552,Victorian Engravings,"Engen, Rodney K.",Victorian Engravings.,Academy Editions,"New York, NY",1975,,,,,
1554,Pastel for the Serious Beginner,"Blovits, Larry",Pastel for the Serious Beginner: Basic Lessons in Becoming a Good Painter,Watson-Guptill,"New York, NY",1996,,,,,
1553,Horizon: A Magazine of the Arts,None,Horizon: A Magazine of the Arts,American Heritage Publishing,"New York, NY","Autumn, 1965","Vol. VII, Nos 4.",,,,
1555,Urban Visions: The Paintings of Ralph Fasanella,"McAvoy, Suzette Lane",Urban Visions: The Paintings of Ralph Fasanella,Herbert F. Johnson Museum of Art,"Ithaca, New York",1985,,,,,
1556,Washington Architecture 1791-1861 Problems In Development,"Reiff, Daniel D.",Washington Architecture 1791-1861 Problems In Development,U.S. Commission of Fine Arts,"Washington, DC",1971,,,,,
1557,American Graphic Workshops: 1968,"Baskett, Mary Welsh",American Graphic Workshops: 1968,Cincinnati Art Museum,"Cincinnati, OH",1968,,,,,
1558,Cobra And Contrasts: The Winston Malbin Collection,None,Cobra And Contrasts: The Winston Malbin Collection The Detroit Institude Of Art Sept 25-Nov. 17 1974,Detroit Institute of Arts,Detroit MI,19744,,,,,
1560,30 years of American printmaking,"Baro, Gene","30 years of American printmaking, including the 20th National Print Exhibition",Brooklyn Museum,"Brooklyn, NY",1977,,,,,
1561,Collector's Guide to Nineteenth Century Photographs,"Welling, William B.",Collector's Guide to Nineteenth Century Photographs,Collier Books,"New York, NY",1976,,,,,
1562,Poster Prices II,None,Poster Prices II Revised and Enlarged  1994 Edition,Poster Auctions International,"New York, NY",1993,,,,,
1563,Prints 1400-1800,"Joachim, Harold.",Prints 1400-1800: A Loan Exhibition from Museums and Private Collections.,Minneapolis Institute of Arts,"Minneappolis, MN",1956,,,,,
1564,"The Colour Woodcuts of John Edgar Platt, 1886-1967","Guest, Alan","The Colour Woodcuts of John Edgar Platt, 1886-1967",20th Century Gallery,"London, England",1999,,,,2 Copies,
1565,Not Seen and/or Less Seen of/by Marcel Duchamp/Rose Selavy 1904-64 (Mary Sisler Collection).,None,Not Seen and/or Less Seen of/by Marcel Duchamp,Cordier & Ekstrom,"New York, NY",1965,,,,,
1566,The Almost Complete Works of Marcel Duchamp,"Hamilton, Richard (intro).",The Almost Complete Works of Marcel Duchamp,The Arts Council of Great Britain,"London, England",1966,,,,,
1567,19th century French drawings,"George Szabo, Catalog by",19th century French drawings from the Robert Lehman Collection 1980,The Metropolitan Museum of Art,"New York, NY",1980,,,,,
1568,Music machines - American style.,"Hoover, Cynthia A.",Music machines - American style. A catalog of the exhibition.,Smithsonian Institution Press,"Washington, DC",1971,,,,,
1569,"Camaro: Bilder, Aquarelle, Graphik","Killy, Hertha Elisabeth","Camaro: Bilder, Aquarelle, Graphik Ausstellungskatalog Akademie der K?nste Berlin 25.10 - 30.11.1969",Akademie der K?nste,"Berlin, Germany",1969,,,,,
1570,African Art at the Art Institute of Chicago.,"Blackmun, Barbara W. and Kathleen E Bickford et al.",African Art at the Art Institute of Chicago (Museum Studies),Art Institute Of Chicago,"Chicago, IL",1997,,,,"(Museum Studies, Vol. 23, No. 2)",
1571,Rick Vian: New Paintings,None,Rick Vian: New Paintings,Robert Kidd Gallery,"Birmingham, MI",2009,,,,,
1572,A Survey of Australian Relief Prints 1900/1950.,"Deutscher, Chris & Butler, Roger",A Survey of Australian Relief Prints 1900/1950.,Deutsher Galleries,"Armadale, Victoria",1979,,,,,
1573,A History Of British Wood Engraving,"Garrett, Albert",A History Of British Wood Engraving,Midas Books,"London, England",1978,,,,,
